"seqno","market","sales","profit","sector","emp","avgsal","avgtenure","kospi","kosdaq"
390,"kosdaq",32.223,3.064,"ElecElectron",73,50.247,3.08,0,1
391,"kospi",590.314,29.28,"Steel",569,50.243,11,1,0
392,"kospi",1075.534,51.427,"TextileCloth",703,50.168,3.06,1,0
393,"kospi",358.861,3.192,"Machinary",676,50.13,14,1,0
394,"kosdaq",4.359,4.733,"Service",15,50.068,3.05,0,1
395,"kosdaq",16.125,-6.503,"ElecElectron",82,50.061,4.03,0,1
396,"kospi",54.49,-9.741,"Service",118,50,5.01,1,0
397,"kospi",4671.189,179.833,"Food",6002,50,6.06,1,0
398,"kospi",120.094,3.512,"TranspEquip",193,49.991,9,1,0
399,"kosdaq",20.803,0.718,"Service",86,49.934,5.05,0,1
400,"kospi",230.797,8.355,"Machinary",502,49.932,11.06,1,0
401,"kosdaq",29.158,-6.622,"ElecElectron",56,49.893,7,0,1
402,"kosdaq",43.575,7.832,"Service",364,49.89,4.06,0,1
403,"kosdaq",43.419,2.152,"ElecElectron",114,49.718,4.01,0,1
404,"kosdaq",238.821,4.5,"ElecElectron",579,49.704,4.04,0,1
405,"kospi",298.089,14.118,"ElecElectron",789,49.7,11,1,0
406,"kosdaq",60.036,3.904,"Service",73,49.546,4.05,0,1
407,"kosdaq",100.244,6.793,"Distn",176,49.543,4.08,0,1
408,"kosdaq",50.378,-3.739,"Service",174,49.534,3,0,1
409,"kospi",76.027,-2.978,"Pharm",405,49.486,7.08,1,0
410,"kospi",337.114,7.056,"Food",345,49.44,10.01,1,0
411,"kosdaq",56.469,-5.71,"PaperWood",123,49.438,10.01,0,1
412,"kospi",319.255,-22.184,"Distn",860,49.434,4.1,1,0
413,"kosdaq",324.364,1.872,"Machinary",348,49.43,5.05,0,1
414,"kosdaq",92.92,-49.901,"Machinary",306,49.425,5.04,0,1
415,"kosdaq",83.599,14.821,"MedPrec",116,49.416,1.09,0,1
416,"kospi",259.167,12.145,"Machinary",325,49.398,11.02,1,0
417,"kosdaq",28.351,0.528,"ElecElectron",52,49.393,3.04,0,1
418,"kospi",41.575,24.712,"Service",74,49.365,7.02,1,0
419,"kospi",9.811,5.704,"Service",78,49.35,6.05,1,0
420,"kospi",88.69,-2.564,"TranspEquip",199,49.303,14.05,1,0
421,"kosdaq",13.909,0.213,"ElecElectron",57,49.281,2.05,0,1
422,"kosdaq",26.446,-13.61,"Service",99,49.279,4.06,0,1
423,"kosdaq",234.039,9.498,"TranspEquip",445,49.253,9.08,0,1
424,"kospi",199.424,6.994,"Distn",102,49.196,5,1,0
425,"kosdaq",28.494,5.755,"Service",190,49.188,2.08,0,1
426,"kospi",2685.282,15.545,"Distn",240,49.138,5.08,1,0
427,"kospi",437.96,68.346,"Food",561,49.114,7.07,1,0
428,"kosdaq",111.425,10.437,"Steel",275,49.083,3.01,0,1
429,"kosdaq",63.075,9.608,"MedPrec",175,49.08,4.07,0,1
430,"kosdaq",15.29,3.89,"Service",85,49.059,3.03,0,1
431,"kosdaq",1058.04,-1.955,"Service",2005,49.059,16,0,1
432,"kosdaq",89.607,8.735,"Service",330,49.055,3.03,0,1
433,"kospi",502.404,144.055,"Service",1630,49.052,5.09,1,0
434,"kosdaq",53.992,6.714,"Service",162,49,4,0,1
435,"kospi",2045.24,38.723,"Distn",430,49,4.06,1,0
436,"kospi",113.424,8.22,"PaperWood",106,49,13.02,1,0
437,"kospi",9627.512,412.994,"Finance",5164,48.955,6.04,1,0
438,"kosdaq",76.851,12.614,"PaperWood",73,48.916,12.09,0,1
439,"kosdaq",22.45,-20.123,"Machinary",213,48.901,4.07,0,1
440,"kosdaq",57.892,1.371,"Constr",80,48.9,4.09,0,1
441,"kospi",2963.38,73.639,"Finance",1226,48.898,5.08,1,0
442,"kospi",581.811,12.565,"ElecElectron",343,48.892,14.02,1,0
443,"kospi",1361.164,127.183,"Chem",3653,48.853,7.03,1,0
444,"kospi",46.845,4.728,"Machinary",111,48.811,11,1,0
445,"kospi",12.548,14.566,"Service",13,48.786,3,1,0
446,"kosdaq",44.651,2.084,"ElecElectron",112,48.778,6,0,1
447,"kospi",1075.021,-58.633,"Machinary",1320,48.768,10.09,1,0
448,"kosdaq",68.563,5.208,"Service",205,48.757,6.08,0,1
449,"kosdaq",353.091,8.396,"ElecElectron",220,48.755,4.04,0,1
450,"kospi",489.55,63.016,"TextileCloth",591,48.751,5.03,1,0
451,"kospi",263.587,2.209,"TranspEquip",723,48.7,13.02,1,0
452,"kosdaq",24.315,1.776,"Service",32,48.688,8.06,0,1
453,"kospi",223.855,22.517,"Machinary",271,48.605,9,1,0
454,"kosdaq",159.605,5.576,"Service",196,48.587,5.09,0,1
455,"kosdaq",1024.177,14.97,"Distn",100,48.49,6.07,0,1
456,"kospi",109.235,5.044,"Chem",275,48.466,11.1,1,0
457,"kosdaq",500.641,25.945,"Machinary",477,48.451,2.09,0,1
458,"kosdaq",5.583,-6.375,"Pharm",100,48.38,4.02,0,1
459,"kospi",620.726,43.901,"Machinary",1245,48.326,7.08,1,0
460,"kosdaq",193.909,5.552,"ElecElectron",185,48.211,4,0,1
461,"kospi",41.5,1.637,"ElecElectron",53,48.189,9.1,1,0
462,"kospi",1.987,1.054,"Service",2,48.169,1.08,1,0
463,"kospi",154.93,8.055,"Chem",261,48.169,10.03,1,0
464,"kospi",189.2,2.354,"PaperWood",165,48.145,11.05,1,0
465,"kosdaq",5.413,2.249,"Service",11,48.136,2.03,0,1
466,"kosdaq",435.315,4.259,"Constr",359,48.132,3.05,0,1
467,"kospi",548.668,-86.127,"ElecElectron",1001,48.131,7.05,1,0
468,"kosdaq",13.575,5.306,"Service",87,48.115,5.05,0,1
469,"kospi",411.274,12.669,"Chem",824,48.096,10.02,1,0
470,"kospi",128.143,8.034,"TranspEquip",341,48.066,5.01,1,0
471,"kospi",24.233,1.87,"Machinary",29,48.034,11.08,1,0
472,"kospi",3660.114,-27.195,"Constr",2724,48.023,5.09,1,0
473,"kosdaq",54.767,24.963,"ElecElectron",181,48.017,6.02,0,1
474,"kospi",137.194,24.148,"Finance",656,48,6,1,0
475,"kospi",4919.476,-456.645,"Warehouse",2618,48,7.03,1,0
476,"kospi",88.401,-3.856,"Pharm",375,48,5.02,1,0
477,"kospi",583.902,-32.122,"ElecElectron",2304,47.925,6.08,1,0
478,"kospi",788.339,46.834,"Distn",841,47.922,3.01,1,0
479,"kosdaq",45.389,2.973,"ElecElectron",67,47.886,3.06,0,1
480,"kosdaq",254.609,30.695,"ElecElectron",375,47.831,5.04,0,1
481,"kosdaq",88.397,5.987,"Chem",67,47.79,5.04,0,1
482,"kosdaq",75.222,24.862,"ElecElectron",306,47.753,5.07,0,1
483,"kosdaq",384.862,34.495,"Constr",120,47.733,8.08,0,1
484,"kospi",28672.355,28.549,"ElecElectron",34657,47.718,4.07,1,0
485,"kosdaq",36.073,4.827,"ElecElectron",162,47.667,5,0,1
486,"kospi",279.125,22.689,"TranspEquip",136,47.635,12.09,1,0
487,"kospi",277.032,8.641,"Constr",374,47.631,8,1,0
488,"kosdaq",50.804,3.705,"ElecElectron",76,47.609,2.09,0,1
489,"kospi",105.441,5.201,"Chem",239,47.529,9.04,1,0
490,"kosdaq",169.011,12.468,"Steel",161,47.497,9.04,0,1
491,"kosdaq",107.439,1.088,"Distn",110,47.473,4.02,0,1
492,"kosdaq",527.305,13.093,"ElecElectron",878,47.469,6.02,0,1
493,"kosdaq",79.22,9.128,"ElecElectron",63,47.462,4,0,1
494,"kospi",63.599,4.459,"Distn",72,47.458,14.09,1,0
495,"kospi",21.169,-2.359,"Service",59,47.441,4,1,0
496,"kosdaq",143.832,41.921,"ElecElectron",236,47.367,3.04,0,1
497,"kosdaq",46.753,7.219,"MedPrec",112,47.343,8.01,0,1
498,"kosdaq",106.183,7.182,"Machinary",223,47.216,7.07,0,1
499,"kospi",214.175,4.559,"Warehouse",464,47.211,13.11,1,0
500,"kosdaq",21.507,-4.108,"Machinary",83,47.21,5.07,0,1
501,"kospi",1322.819,25.036,"Food",582,47.172,13.08,1,0
502,"kospi",3212.151,71.378,"Distn",3149,47.164,7.1,1,0
503,"kospi",426.819,11.172,"Pharm",1003,47.163,5.09,1,0
504,"kosdaq",70.873,4.053,"ElecElectron",206,47.098,4.07,0,1
505,"kospi",715.597,54.533,"Pharm",1457,47.093,7.07,1,0
506,"kospi",262.673,21.169,"PaperWood",158,47.083,11.03,1,0
507,"kospi",11.963,0.763,"Service",51,47.071,7,1,0
508,"kosdaq",26.986,0.908,"ElecElectron",94,47.041,2.11,0,1
509,"kospi",285.221,15.232,"NonMetal",437,47.016,9.06,1,0
510,"kospi",126.762,53.073,"Finance",390,47,4,1,0
511,"kospi",297.113,15.008,"Service",579,47,5.05,1,0
512,"kospi",284.631,-123.179,"Constr",394,46.971,7.07,1,0
513,"kosdaq",341.039,1.703,"Steel",306,46.971,5.03,0,1
514,"kosdaq",33.343,-10.244,"Machinary",122,46.967,4.08,0,1
515,"kospi",153.042,19.386,"Chem",325,46.947,7.02,1,0
516,"kospi",301.297,26.619,"ElecElectron",276,46.945,7,1,0
517,"kosdaq",448.138,26.148,"ElecElectron",239,46.943,2.09,0,1
518,"kospi",161.238,16.864,"PaperWood",326,46.905,8,1,0
519,"kospi",11.085,10.364,"Service",27,46.889,7,1,0
520,"kospi",90.977,-4.642,"Constr",80,46.886,14.07,1,0
521,"kosdaq",86.15,0.525,"Service",240,46.838,1.09,0,1
522,"kospi",19.995,14.222,"Service",5,46.804,7.05,1,0
523,"kospi",3565.73,-48.845,"Steel",1756,46.797,9.06,1,0
524,"kosdaq",32.048,-8.353,"Chem",91,46.786,8.04,0,1
525,"kosdaq",16.547,-0.415,"Constr",28,46.783,9,0,1
526,"kospi",186.821,9.492,"Machinary",485,46.766,8.05,1,0
527,"kospi",578.105,23.297,"TranspEquip",1433,46.722,11.03,1,0
528,"kospi",359.008,8.939,"Steel",340,46.715,13.01,1,0
529,"kospi",405.702,22.606,"Chem",891,46.67,11.04,1,0
530,"kospi",91.02,-10.571,"PaperWood",93,46.644,13.1,1,0
531,"kospi",119.573,-13.901,"PaperWood",206,46.636,13,1,0
532,"kosdaq",55.724,3.358,"Distn",59,46.618,2.03,0,1
533,"kospi",103.215,5.582,"Machinary",230,46.614,,1,0
534,"kosdaq",80.608,15.462,"Food",58,46.583,14.06,0,1
535,"kospi",543.793,7.034,"Pharm",1733,46.572,5.09,1,0
536,"kosdaq",383.271,13.896,"ElecElectron",309,46.561,2,0,1
537,"kospi",543.955,3.271,"Chem",385,46.551,11,1,0
538,"kosdaq",100.981,1.938,"TranspEquip",269,46.439,10.07,0,1
539,"kospi",620.365,26.371,"Chem",328,46.401,8.03,1,0
540,"kospi",87.041,1.984,"Machinary",352,46.388,12.07,1,0
541,"kosdaq",148.32,9.007,"Machinary",266,46.321,3.09,0,1
542,"kospi",73.415,7.481,"Machinary",120,46.317,2.03,1,0
543,"kospi",261.817,7.191,"TranspEquip",331,46.311,4.07,1,0
544,"kosdaq",17.654,-10.46,"Service",81,46.267,2.01,0,1
545,"kospi",96.232,3.246,"TextileCloth",108,46.254,4.07,1,0
546,"kospi",96.382,-11.547,"Pharm",440,46.245,4.09,1,0
547,"kosdaq",75.299,-1.516,"Distn",58,46.218,,0,1
548,"kosdaq",11.151,15.794,"Service",14,46.195,3.04,0,1
549,"kospi",2189.738,101.382,"Distn",2074,46.192,6.09,1,0
550,"kospi",212.01,14.103,"Pharm",835,46.175,8.09,1,0
551,"kosdaq",13.74,0.163,"ElecElectron",61,46.133,6.03,0,1
552,"kosdaq",298.362,2.376,"Steel",119,46.122,7.09,0,1
553,"kospi",1005.949,6.87,"ElecElectron",446,46.112,8.09,1,0
554,"kosdaq",421.516,8.305,"Steel",259,46.093,5.06,0,1
555,"kospi",53.211,-8.387,"Machinary",170,46.084,3.01,1,0
556,"kosdaq",149.648,1.019,"Steel",338,46.062,10.07,0,1
557,"kospi",246.833,-15.625,"Constr",256,46.059,5.1,1,0
558,"kosdaq",204.438,26.483,"ElecElectron",474,46.041,4.09,0,1
559,"kosdaq",127.017,14.417,"Food",147,46.027,3.08,0,1
560,"kosdaq",126.939,-10.549,"Service",523,46.017,4.02,0,1
561,"kospi",134.928,2.226,"Steel",176,46.001,15,1,0
562,"kosdaq",27.322,2.008,"Machinary",62,46,7.04,0,1
563,"kospi",774.101,76.331,"Service",1070,46,6.05,1,0
564,"kospi",397.085,-21.009,"Pharm",1003,46,5.04,1,0
565,"kosdaq",277.567,10.945,"Steel",342,45.94,6.08,0,1
566,"kosdaq",28.826,11.099,"Finance",113,45.901,5.01,0,1
567,"kospi",30.141,4.085,"Service",37,45.892,8.06,1,0
568,"kospi",263.752,6.312,"Machinary",503,45.885,8.02,1,0
569,"kospi",45.489,2.572,"Food",52,45.885,7.09,1,0
570,"kosdaq",781.474,68,"ElecElectron",427,45.829,3.05,0,1
571,"kosdaq",88.747,-21.345,"Distn",169,45.811,8.01,0,1
572,"kospi",234.564,27.41,"Chem",232,45.793,6,1,0
573,"kosdaq",28.19,2.164,"Pharm",142,45.777,2.03,0,1
574,"kospi",512.634,10.607,"Food",565,45.775,6.07,1,0
575,"kospi",157.87,0.537,"PaperWood",273,45.72,12,1,0
576,"kosdaq",63.572,2.176,"Machinary",193,45.714,5.1,0,1
577,"kosdaq",47.642,5.48,"ElecElectron",159,45.706,4.01,0,1
578,"kosdaq",192.986,21.653,"Service",153,45.678,3.08,0,1
579,"kospi",789.102,50.754,"Food",1548,45.634,10.07,1,0
580,"kospi",688.786,14.269,"Chem",360,45.626,6.02,1,0
581,"kospi",186.853,4.695,"Food",91,45.604,9.01,1,0
582,"kosdaq",26.305,-5.719,"PaperWood",113,45.573,11.05,0,1
583,"kosdaq",45.389,-7.893,"ElecElectron",60,45.567,5.05,0,1
584,"kospi",220.632,11.784,"PaperWood",205,45.532,8.08,1,0
585,"kospi",192.933,3.282,"NonMetal",128,45.522,10,1,0
586,"kospi",1045.133,31.076,"Steel",607,45.495,5.09,1,0
587,"kosdaq",17.626,-3.237,"ElecElectron",106,45.467,4,0,1
588,"kosdaq",22.231,-8.102,"ElecElectron",115,45.421,4.05,0,1
589,"kosdaq",121.907,8.836,"PaperWood",97,45.415,10.09,0,1
590,"kosdaq",277.627,5.521,"Service",539,45.361,5.02,0,1
591,"kosdaq",23.548,-19.547,"Machinary",138,45.326,4.04,0,1
592,"kosdaq",72.844,10.315,"Chem",199,45.303,5.05,0,1
593,"kospi",2015.765,87.931,"Food",5141,45.272,8.01,1,0
594,"kosdaq",133.555,1.41,"ElecElectron",216,45.258,4.09,0,1
595,"kosdaq",14.085,-7.673,"Service",51,45.255,3.02,0,1
596,"kospi",197.974,-1.989,"TranspEquip",343,45.248,9.09,1,0
597,"kosdaq",122.701,7.961,"Pharm",465,45.242,6.08,0,1
598,"kosdaq",12.803,-29.058,"Finance",18,45.222,2.03,0,1
599,"kospi",1521.213,137.92,"Distn",2950,45.199,8.02,1,0
600,"kospi",161.994,5.044,"Service",592,45.196,5.08,1,0
601,"kospi",121.843,5.782,"NonMetal",252,45.179,11.03,1,0
602,"kosdaq",48.465,-15.556,"ElecElectron",91,45.156,2.03,0,1
603,"kospi",40.039,-12.007,"Service",232,45.136,5.01,1,0
604,"kosdaq",68.903,-1.027,"ElecElectron",204,45.118,4,0,1
605,"kospi",211.2,8.731,"Chem",119,45.107,8.04,1,0
606,"kosdaq",65.928,11.866,"Service",324,45.102,4.01,0,1
607,"kospi",423.884,28.54,"Distn",295,45.085,4.08,1,0
608,"kospi",131.021,6.59,"Chem",306,45.079,9.09,1,0
609,"kospi",115.45,4.193,"Warehouse",722,45.051,11.09,1,0
610,"kosdaq",91.28,-18.434,"ElecElectron",130,44.992,2.1,0,1
611,"kosdaq",134.858,-0.857,"TranspEquip",205,44.987,7.08,0,1
612,"kosdaq",108.964,7.659,"Distn",129,44.984,7.02,0,1
613,"kospi",220.021,-6.997,"Steel",290,44.978,5.08,1,0
614,"kosdaq",213.99,13.342,"ElecElectron",311,44.924,3.04,0,1
615,"kosdaq",166.53,9.364,"TranspEquip",358,44.886,7.02,0,1
616,"kospi",987.276,-11.927,"ElecElectron",1114,44.862,5.07,1,0
617,"kosdaq",171.744,6.069,"Machinary",185,44.858,6.02,0,1
618,"kosdaq",1019.568,110.749,"Service",882,44.857,6.07,0,1
619,"kosdaq",130.954,4.006,"Pharm",463,44.832,4.06,0,1
620,"kospi",1050.904,8.921,"NonMetal",1107,44.813,8.05,1,0
621,"kospi",703.236,-29.219,"Machinary",683,44.775,4.03,1,0
622,"kosdaq",135.295,1.163,"Steel",193,44.772,7.04,0,1
623,"kosdaq",184.145,9.045,"ElecElectron",321,44.751,8.01,0,1
624,"kospi",223.372,1.311,"Pharm",812,44.744,8.02,1,0
625,"kosdaq",219.431,22.797,"Service",194,44.722,2.09,0,1
626,"kosdaq",138.418,7.29,"Steel",97,44.647,,0,1
627,"kospi",94.841,1.312,"TranspEquip",301,44.633,9.09,1,0
628,"kosdaq",24.361,2.016,"Chem",114,44.618,4.07,0,1
629,"kospi",344.892,4.547,"Chem",193,44.611,11.02,1,0
630,"kospi",125.862,4.327,"Chem",192,44.568,14,1,0
631,"kosdaq",53.873,7.692,"Pharm",59,44.561,4,0,1
632,"kosdaq",189.48,-6.399,"Service",709,44.519,6,0,1
633,"kosdaq",2.447,0.591,"Service",2,44.5,6.01,0,1
634,"kospi",17.977,2.803,"Service",73,44.493,7.03,1,0
635,"kosdaq",63.492,9.402,"Service",199,44.47,3.08,0,1
636,"kosdaq",82.359,10.063,"Service",126,44.468,3.09,0,1
637,"kosdaq",136.664,0.208,"TranspEquip",378,44.445,11.08,0,1
638,"kosdaq",23.003,4.974,"MedPrec",74,44.445,3.01,0,1
639,"kospi",101.116,-4.854,"Pharm",421,44.431,6.08,1,0
640,"kospi",230.188,8.914,"Chem",203,44.389,7.02,1,0
641,"kosdaq",78.046,14.69,"ElecElectron",195,44.368,4.06,0,1
642,"kospi",293.81,31.162,"Chem",341,44.314,12,1,0
643,"kosdaq",54.911,4.192,"Service",69,44.289,8.01,0,1
644,"kospi",779.756,100.363,"Others",843,44.267,2.07,1,0
645,"kosdaq",86.874,16.333,"Service",252,44.262,3.06,0,1
646,"kosdaq",83.473,6.884,"Service",375,44.237,2.11,0,1
647,"kospi",298.697,6.106,"Steel",79,44.177,9.07,1,0
648,"kospi",1958.918,0.207,"Food",4626,44.158,11.07,1,0
649,"kosdaq",28.415,3.133,"Service",260,44.144,3.1,0,1
650,"kospi",128.505,-2.155,"TranspEquip",272,44.132,10.1,1,0
651,"kospi",1054.457,51.472,"Distn",454,44.095,7.08,1,0
652,"kosdaq",13.024,-0.526,"Service",65,44.092,4.01,0,1
653,"kosdaq",57.165,0.35,"Steel",77,44.085,8.04,0,1
654,"kosdaq",43.488,4.764,"ElecElectron",115,44.069,7.1,0,1
655,"kosdaq",89.929,0.154,"Machinary",173,44.031,6.11,0,1
656,"kosdaq",26.448,-1.928,"ElecElectron",69,44.028,11,0,1
657,"kosdaq",247.35,-206.167,"TranspEquip",435,44.017,10.01,0,1
658,"kospi",252.277,10.83,"NonMetal",520,44.015,4.04,1,0
659,"kosdaq",24.668,-2.792,"Service",140,44,4,0,1
660,"kospi",633.379,13.937,"PaperWood",565,44,10.06,1,0
661,"kosdaq",49.753,-7.596,"Distn",63,43.995,7.01,0,1
662,"kosdaq",88.068,10.273,"ElecElectron",132,43.943,4.06,0,1
663,"kosdaq",87.973,-4.935,"Service",43,43.928,4.04,0,1
664,"kosdaq",145.122,1.505,"Constr",237,43.911,11.08,0,1
665,"kosdaq",52.003,0.91,"ElecElectron",121,43.868,2.05,0,1
666,"kosdaq",313.154,6.341,"Steel",88,43.85,7.04,0,1
667,"kosdaq",28.127,5.361,"ElecElectron",74,43.75,3.05,0,1
668,"kosdaq",89.986,12.906,"Machinary",256,43.738,4.07,0,1
669,"kosdaq",29.07,1.557,"Service",18,43.72,2.08,0,1
670,"kosdaq",480.725,24.581,"TranspEquip",676,43.666,12,0,1
671,"kosdaq",290.724,10.791,"ElecElectron",438,43.653,5.03,0,1
672,"kosdaq",618.316,14.737,"Steel",1196,43.633,11.01,0,1
673,"kospi",72.045,19.034,"TranspEquip",300,43.624,8.04,1,0
674,"kosdaq",110.097,19.941,"ElecElectron",165,43.624,3,0,1
675,"kosdaq",151.91,25.796,"ElecElectron",284,43.595,4.02,0,1
676,"kospi",308.547,-16.537,"Steel",655,43.573,15.04,1,0
677,"kospi",163.264,0.617,"PaperWood",249,43.572,12.08,1,0
678,"kospi",200.446,29.14,"Service",474,43.571,4,1,0
679,"kosdaq",47.874,10.123,"Service",91,43.562,2.06,0,1
680,"kospi",733.567,35.195,"Distn",1536,43.521,5.02,1,0
681,"kospi",13.501,6.65,"Service",26,43.517,6.06,1,0
682,"kosdaq",35.449,5.493,"Service",150,43.495,4.11,0,1
683,"kospi",639.562,15.687,"Distn",581,43.491,5.1,1,0
684,"kospi",287.879,-12.54,"Chem",234,43.485,8.04,1,0
685,"kospi",142.759,26.489,"Machinary",535,43.444,5.07,1,0
686,"kospi",449.833,12.562,"Warehouse",592,43.442,9.02,1,0
687,"kosdaq",23.894,-3.266,"Machinary",110,43.418,5.06,0,1
688,"kospi",583.788,4.45,"Food",344,43.401,8.07,1,0
689,"kosdaq",186.99,6.27,"TranspEquip",156,43.321,7.01,0,1
690,"kospi",439.215,22.879,"ElecElectron",756,43.309,6.01,1,0
691,"kosdaq",49.241,1.433,"ElecElectron",84,43.274,8.05,0,1
692,"kospi",760.553,10.326,"Steel",362,43.184,10.03,1,0
693,"kosdaq",41.032,1.287,"Pharm",252,43.164,7.05,0,1
694,"kosdaq",122.697,-12.667,"ElecElectron",384,43.141,5.01,0,1
695,"kosdaq",126.757,14.695,"Service",859,43.134,4.01,0,1
696,"kospi",1948.139,-14.923,"Finance",1831,43.075,5.08,1,0
697,"kosdaq",182.103,-13.946,"Service",49,43.053,3.08,0,1
698,"kospi",170.006,2.891,"Chem",375,43.048,11.1,1,0
699,"kospi",115.299,10.217,"MedPrec",398,43.045,4.08,1,0
700,"kosdaq",118.295,4.368,"Steel",82,42.974,9.07,0,1
701,"kospi",1297.804,-94.665,"Distn",874,42.957,5.08,1,0
702,"kospi",5071.753,-41.089,"ElecElectron",9755,42.945,4.06,1,0
703,"kosdaq",43.234,4.97,"Steel",63,42.878,10.04,0,1
704,"kospi",50.862,-21.762,"Machinary",221,42.805,5.09,1,0
705,"kosdaq",24.511,-0.77,"Service",223,42.796,3.05,0,1
706,"kosdaq",1241.823,6.745,"Constr",1111,42.792,6.05,0,1
707,"kospi",312.075,9.401,"Pharm",1015,42.792,6.08,1,0
708,"kosdaq",37.355,1.108,"ElecElectron",110,42.788,4,0,1
709,"kosdaq",15.022,1.902,"Steel",53,42.717,5.08,0,1
710,"kosdaq",80.747,0.958,"Chem",95,42.714,11.1,0,1
711,"kosdaq",203.161,6.144,"Constr",279,42.671,7.04,0,1
712,"kosdaq",76.703,6.335,"ElecElectron",211,42.656,3.05,0,1
713,"kospi",415.219,3.133,"TranspEquip",335,42.64,4.08,1,0
714,"kospi",664.947,29.357,"Food",501,42.607,7.09,1,0
715,"kospi",45.32,2.974,"Chem",142,42.605,11.05,1,0
716,"kosdaq",178.061,10.493,"Service",153,42.51,4.11,0,1
717,"kosdaq",88.901,12.143,"ElecElectron",194,42.505,2.02,0,1
718,"kosdaq",43.592,5.122,"ElecElectron",223,42.504,4.08,0,1
719,"kospi",39.221,-4.74,"Service",130,42.434,4.02,1,0
720,"kosdaq",68.934,-2.305,"Steel",160,42.345,4.05,0,1
721,"kosdaq",47.203,-3.125,"TranspEquip",157,42.325,8.09,0,1
722,"kosdaq",122.059,6.346,"Pharm",417,42.296,3.06,0,1
723,"kosdaq",47.996,10.067,"PaperWood",144,42.222,5.09,0,1
724,"kospi",215.61,18.045,"Chem",295,42.219,3.05,1,0
725,"kospi",55.283,1.822,"Warehouse",439,42.216,6.1,1,0
726,"kospi",1806.833,119.749,"Service",4824,42.215,4.09,1,0
727,"kosdaq",20.45,5.902,"TranspEquip",25,42.174,3.07,0,1
728,"kospi",341.339,9.215,"ElecElectron",784,42.167,7.03,1,0
729,"kosdaq",12.122,-11.116,"ElecElectron",86,42.161,1.08,0,1
730,"kosdaq",3.375,4.781,"Service",15,42.156,3.06,0,1
731,"kosdaq",101.642,12.843,"TranspEquip",436,42.152,7.02,0,1
732,"kospi",500.426,9.516,"TextileCloth",525,42.109,3.07,1,0
733,"kospi",141.304,4.475,"Chem",367,42.085,11.05,1,0
734,"kosdaq",25.975,-3.735,"Machinary",153,42.027,3,0,1
735,"kosdaq",458.663,-10.716,"TranspEquip",1055,42.01,11.04,0,1
736,"kosdaq",24.637,-7.765,"Distn",41,42,3.01,0,1
737,"kospi",91.524,0.263,"Distn",60,42,8.04,1,0
738,"kosdaq",70.475,9.172,"ElecElectron",152,42,4.04,0,1
739,"kosdaq",112.17,8.17,"Service",173,41.956,6.03,0,1
740,"kosdaq",0.69,-14.997,"Service",4,41.894,18,0,1
741,"kospi",116.593,0.156,"ElecElectron",260,41.877,8.06,1,0
742,"kospi",347.354,8.975,"Steel",190,41.821,5.08,1,0
743,"kosdaq",71.446,-3.064,"ElecElectron",152,41.77,6.03,0,1
744,"kospi",171.024,7.018,"Chem",604,41.768,4.03,1,0
745,"kosdaq",52.924,3.042,"Constr",58,41.727,6.04,0,1
746,"kospi",258.785,12.502,"Chem",278,41.675,10,1,0
747,"kospi",251.734,4.89,"Warehouse",244,41.668,7.08,1,0
748,"kospi",61.964,3.81,"Chem",67,41.633,5.07,1,0
749,"kospi",79.108,3.184,"Chem",67,41.633,5.07,1,0
750,"kosdaq",74.528,16.282,"ElecElectron",224,41.589,3.06,0,1
751,"kosdaq",6.616,0.256,"Distn",18,41.556,1,0,1
752,"kospi",559.822,-6.164,"TextileCloth",563,41.537,5.01,1,0
753,"kosdaq",61.679,0.758,"Steel",184,41.491,11.05,0,1
754,"kosdaq",51.713,9.103,"Pharm",182,41.473,2.05,0,1
755,"kosdaq",55.73,3.755,"Machinary",106,41.445,7.07,0,1
756,"kosdaq",31.827,3.866,"Machinary",106,41.445,10.05,0,1
757,"kosdaq",45.784,-5.492,"Service",339,41.445,4.03,0,1
758,"kospi",169.059,1.236,"Steel",131,41.442,8.02,1,0
759,"kospi",661.175,6.235,"TranspEquip",1001,41.424,8.01,1,0
760,"kospi",150.091,2.763,"Steel",270,41.412,15.08,1,0
761,"kospi",201.236,-39.994,"ElecElectron",330,41.364,6.07,1,0
762,"kosdaq",58.62,9.991,"Pharm",133,41.361,5.08,0,1
763,"kosdaq",91.723,5.115,"Pharm",98,41.357,6.03,0,1
764,"kospi",241.688,0.632,"PaperWood",492,41.355,11.02,1,0
765,"kosdaq",202.44,6.738,"Steel",334,41.296,3.07,0,1
766,"kosdaq",180.472,-2.387,"ElecElectron",253,41.292,6.01,0,1
767,"kosdaq",141.254,18.902,"Pharm",305,41.272,3.09,0,1
768,"kospi",435.505,30.193,"Food",272,41.24,7.06,1,0
769,"kosdaq",62.746,2.831,"ElecElectron",323,41.223,5.09,0,1
770,"kospi",208.666,10.097,"Constr",295,41.186,6.03,1,0
771,"kospi",703.303,15.528,"Distn",720,41.164,4,1,0
772,"kosdaq",29.441,0.392,"NonMetal",70,41.149,9,0,1
773,"kosdaq",106.873,9.816,"Steel",191,41.117,3.08,0,1
774,"kospi",332.306,5.436,"TranspEquip",933,41.111,9,1,0
775,"kosdaq",69.874,2.579,"Pharm",244,41.102,4.06,0,1
776,"kosdaq",42.806,3.491,"Service",205,41.089,3.09,0,1
777,"kosdaq",122.249,7.32,"PaperWood",309,41.076,3.07,0,1
